eid,id,rab,class,tails,hydrox,carbon,dbonds,rt,hydrsn1,carbsn1,dbonsn1,hydrsn2,carbsn2,dbonsn2,hydrsn3,carbsn3,dbonsn3,stereo,annot,frac_molar_2,group
250B,PG 36:2_15.33 | 17:1_19:1,5.494696738,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.001516689,250bar
250C,PG 36:2_15.33 | 17:1_19:1,5.452886929,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.001505148,250bar
1A,PG 37:1_19.53 | 18:0/19:1,0.046078557,PG,2,NA,37,1,19.53,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,1.2719E-05,1bar
250A,PG 37:1_19.53 | 18:0/19:1,0.331040838,PG,2,NA,37,1,19.53,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,9.13765E-05,250bar
250B,PG 37:1_19.53 | 18:0/19:1,0.316544346,PG,2,NA,37,1,19.53,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,8.7375E-05,250bar
250C,PG 37:1_19.53 | 18:0/19:1,0.293271718,PG,2,NA,37,1,19.53,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,8.09511E-05,250bar
1A,PG 38:2_18.64 | 19:1/19:1,2.232825768,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.000616322,1bar
1B,PG 38:2_18.64 | 19:1/19:1,1.910276904,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.00052729,1bar
1C,PG 38:2_18.64 | 19:1/19:1,1.623696294,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.000448185,1bar
250A,PG 38:2_18.64 | 19:1/19:1,5.117812865,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.001412659,250bar
250B,PG 38:2_18.64 | 19:1/19:1,5.682781573,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.001568606,250bar
250C,PG 38:2_18.64 | 19:1/19:1,4.543143263,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.001254034,250bar
