Sample4_Ex340_Em440,,Sample4_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
193.5041656,295.940918,193.5144806,311.5696106,
194.0041656,299.3323669,194.0144806,313.5635376,
194.5041656,300.2596741,194.5144806,310.9127197,
195.0041656,300.1322632,195.0144806,316.2640381,
195.5041656,297.0338745,195.5145416,314.4919434,
196.0041656,303.5870667,196.0144806,316.8306885,
196.5041656,305.1086731,196.5144806,311.5110474,
197.0041656,304.7828979,197.0144806,313.9309692,
197.5041656,301.6533508,197.5144806,315.4913635,
198.0041656,299.026123,198.0144806,312.4454041,
198.5041656,297.7372437,198.5144806,311.2616882,
199.0041656,302.8033447,199.0144806,317.061554,
199.5041656,304.3261719,199.5144806,312.5504761,
200.0041656,303.388092,200.0144806,311.5943909,
200.5041656,295.9318237,200.5144806,315.6905212,
201.0041656,298.589386,201.0144806,318.6715393,
201.5041656,301.1838989,201.5144806,315.4959106,
202.0041656,295.5714722,202.0144806,314.7817688,
202.5041656,295.3986816,202.5144806,312.8597717,
203.0041656,303.7509155,203.0144806,311.0609131,
203.5041656,301.5476379,203.5144806,318.1549683,
204.0041656,298.6321716,204.0144806,314.7520447,
204.5041656,288.1349487,204.5144806,311.6182251,
205.0041656,296.2257996,205.0144806,315.1584167,
205.5041656,287.5440674,205.5144806,307.9437256,
206.0041656,285.0973511,206.0144806,314.7043152,
206.5041656,274.6526794,206.5144806,308.6129761,
207.0041656,271.9652405,207.0144806,308.1947937,
207.5041656,264.8986816,207.5144806,304.8569946,
208.0041656,265.4020691,208.0144806,314.0447693,
208.5041656,257.6274414,208.5144806,307.488678,
209.0041656,259.5370789,209.0144806,312.3025818,
209.5041656,249.9691467,209.5145416,303.1826782,
210.0041656,249.3059387,210.0144806,305.5453796,
210.5041656,236.7382813,210.5144806,298.3434448,
211.0041656,235.57341,211.0144806,304.6393738,
211.5041656,229.2201385,211.5144806,298.6335449,
212.0041656,227.2441254,212.0144806,300.9130249,
212.5041656,220.8238373,212.5144806,298.2894592,
213.0041656,218.1257324,213.0144806,298.9406433,
213.5041656,212.3574371,213.5144806,296.6143188,
214.0041656,206.9136353,214.0144806,298.6542358,
214.5041656,210.9637146,214.5145416,295.3286133,
215.0041656,214.3972168,215.0144806,297.0694275,
215.5041656,217.5054169,215.5144806,299.1611023,
216.0041656,212.1420593,216.0144806,299.7904663,
216.5041656,231.0855865,216.5144806,299.0290527,
217.0041656,217.4894257,217.0144806,296.1856689,
217.5041656,233.720459,217.5144806,296.9078979,
218.0041656,231.8345184,218.0144806,309.7624512,
218.5041656,237.0064697,218.5144806,304.377533,
219.0041656,246.4400635,219.0144806,296.1603394,
219.5041656,253.7734222,219.5144806,305.7380676,
220.0041656,251.3041229,220.0144806,307.244751,
220.5041656,269.1139832,220.5144806,303.7271118,
221.0041656,264.5585327,221.0144806,305.7671814,
221.5041656,271.1156616,221.5144806,309.3821716,
222.0041656,274.550293,222.0144806,303.5390015,
222.5041656,283.954895,222.5144806,307.9374084,
223.0041656,280.5730286,223.0144806,310.3417969,
223.5041656,286.5896301,223.5144806,304.7642212,
224.0041656,290.9674683,224.0144806,316.4684143,
224.5041656,295.0263672,224.5144806,313.4900513,
225.0041656,301.3434143,225.0144806,311.4838867,
225.5041656,302.8883972,225.5144806,318.2182922,
226.0041656,302.0681763,226.0144806,313.3431091,
226.5041656,296.9227905,226.5144806,317.9091492,
227.0041656,298.7653198,227.0144806,318.0766907,
227.5041656,296.965332,227.5144806,312.0735474,
228.0041656,296.5558472,228.0144806,314.8227234,
228.5041656,297.8293457,228.5144806,313.2710571,
229.0041656,292.8026123,229.0144806,308.409668,
229.5041656,294.1058655,229.5144806,312.06427,
230.0041656,289.8438721,230.0144806,306.0592346,
230.5041656,284.4751892,230.5144806,308.0461121,
231.0041656,282.6830444,231.0144806,305.1497803,
231.5041656,278.1004639,231.5144806,305.1987305,
232.0041656,270.2362976,232.0144806,299.4681396,
232.5041656,267.2769165,232.5144806,300.9157715,
